RestaurantID,RestaurantName,CuisineType,City,Rating,AverageCostForTwo,DeliveryAvailable,NumberOfReviews,EstablishedYear,MonthlyRevenue
R4623,Blue Bistro,American,Dubai,3.5,360,Yes,1722,1997,120970
R4624,Fire Café,Chinese,Singapore,3.6,1310,No,525,1990,58090
R4625,Street Lounge,American,Sydney,2.7,1220,Yes,1221,1986,107630
R4626,Red Garden,Japanese,Sydney,2.6,770,Yes,355,1992,167400
R4627,Street Corner,Indian,New York,4.2,1050,Yes,1385,2016,56410
R4628,Red Palace,American,Berlin,3.6,540,Yes,550,2020,26560
R4629,Red Bistro,Thai,Toronto,3.9,490,Yes,1631,1993,176090
R4630,Blue Hub,Mediterranean,Berlin,3.9,1980,Yes,56,2007,61100
R4631,Fire Garden,Italian,Paris,3.2,1230,Yes,1110,1991,132140
R4632,Ocean Bistro,Indian,Sydney,3.7,1840,No,352,2015,92070
R4633,Ocean Kitchen,Indian,London,3.7,1410,Yes,1224,2005,178690
R4634,Blue Hub,Thai,San Francisco,3.5,1530,Yes,552,1985,23060
R4635,Street Lounge,Italian,Sydney,4.6,530,Yes,828,1986,108960
R4636,Golden Hub,Japanese,Singapore,3.6,750,Yes,1714,1995,108690
R4637,Street Lounge,Indian,London,4.0,440,Yes,1069,2021,131040
R4638,Fire Garden,Chinese,Singapore,4.7,1340,Yes,766,2002,141850
R4639,Street Palace,Thai,Tokyo,4.7,320,Yes,1457,2008,104020
R4640,Golden House,Indian,San Francisco,4.7,820,Yes,360,2003,33960
R4641,Royal Palace,French,San Francisco,3.2,1210,Yes,197,1989,54600
R4642,Ocean House,Italian,New York,2.6,1410,Yes,1560,2013,63530
R4643,Urban Palace,American,Sydney,3.2,1390,Yes,343,2023,146210
R4644,Urban Café,Indian,New York,3.2,1520,Yes,492,1986,124720
R4645,Golden Corner,Thai,Dubai,4.8,300,Yes,1249,2001,96760
R4646,Street Kitchen,American,Singapore,4.1,1280,No,1191,1995,65440
R4647,Red Garden,Chinese,Paris,2.7,1230,No,1959,2021,51480
R4648,Spice Grill,American,Paris,2.8,1300,Yes,676,1997,142720
R4649,Ocean Corner,French,Dubai,2.9,1910,Yes,1274,2013,28270
R4650,Royal Hub,Japanese,Tokyo,4.1,880,Yes,305,2016,46550
R4651,Royal Grill,Indian,Paris,4.3,1210,Yes,1495,1992,123370
R4652,Urban Bistro,Mexican,Singapore,4.6,210,No,54,1994,147490
R4653,Spice Corner,Mexican,Paris,4.9,1870,Yes,504,2009,106910
R4654,Blue Lounge,American,Dubai,3.0,560,No,184,1995,128700
R4655,Blue Bistro,Korean,London,3.3,1370,Yes,1013,2012,112530
R4656,Golden Corner,Italian,New York,3.1,680,No,1379,2017,95250
R4657,Green Lounge,Mexican,Toronto,3.4,940,No,65,2023,155530
R4658,Spice Kitchen,Korean,Singapore,4.8,1830,No,1599,2010,54960
R4659,Spice Corner,Mexican,New York,3.9,940,Yes,350,1992,62220
R4660,Golden Palace,Korean,San Francisco,4.3,530,No,1810,2022,127160
R4661,Spice Palace,Italian,Berlin,3.7,770,Yes,1919,2010,61800
R4662,Street Grill,Mediterranean,Paris,2.6,1300,No,1784,2016,33820
R4663,Golden Palace,Mexican,Paris,2.7,1840,Yes,1866,2012,163620
R4664,Street Lounge,French,Tokyo,3.8,1150,Yes,1141,1991,61670
R4665,Fire House,Indian,New York,4.3,790,No,1743,2019,75450
R4666,Blue Hub,Korean,Berlin,3.0,1590,No,1930,1986,175810
R4667,Spice Kitchen,Indian,Paris,4.3,510,No,223,2006,179530
R4668,Royal Hub,Thai,San Francisco,4.5,1510,Yes,1532,2006,114270
R4669,Royal Hub,Thai,Tokyo,3.5,1250,No,767,1987,128220
R4670,Spice Palace,Italian,New York,4.4,520,No,1430,1992,59830
R4671,Fire Grill,Korean,Tokyo,3.5,620,Yes,559,1988,197890
R4672,Street Lounge,Chinese,New York,4.2,1310,No,506,1999,82000
R4673,Red Garden,Thai,Sydney,4.4,1260,Yes,182,2023,167610
R4674,Red Café,Italian,Sydney,5.0,280,Yes,114,1996,153190
R4675,Golden Garden,Thai,Dubai,3.4,1980,Yes,1585,2013,175900
R4676,Golden Lounge,Thai,Singapore,3.5,1330,Yes,488,1993,154970
R4677,Blue Corner,Chinese,Tokyo,2.9,1440,Yes,1432,2004,41840
R4678,Ocean Garden,Mexican,Dubai,3.0,390,Yes,443,2018,90030
R4679,Golden Corner,American,Tokyo,4.2,1860,Yes,651,2010,104100
R4680,Street Grill,Mediterranean,Paris,4.8,1700,Yes,702,2005,94300
R4681,Royal Corner,Thai,Toronto,3.5,600,Yes,1000,2007,63500
R4682,Street Corner,Thai,Tokyo,2.9,630,Yes,931,2002,158980
R4683,Street Kitchen,French,Paris,3.2,1440,Yes,203,2008,83670
R4684,Red Kitchen,Mediterranean,Berlin,3.6,540,Yes,852,2013,113780
R4685,Street Garden,Chinese,Sydney,3.2,1700,No,810,2022,37330
R4686,Fire Kitchen,Indian,Dubai,3.1,770,No,1499,2022,149880
R4687,Fire Hub,Korean,Toronto,4.3,670,Yes,1374,1997,184560
R4688,Blue Hub,Thai,San Francisco,2.5,770,Yes,68,2016,81170
R4689,Fire Hub,American,Sydney,3.8,1200,Yes,1896,2003,70420
R4690,Royal Palace,Korean,Dubai,4.5,760,Yes,1571,2001,100610
R4691,Green Bistro,Mediterranean,Toronto,3.2,1860,No,487,1986,190140
R4692,Royal Café,Korean,San Francisco,4.0,1750,Yes,1136,2002,130340
R4693,Royal House,Mexican,London,4.2,830,Yes,542,2023,28770
R4694,Fire Bistro,Thai,Paris,4.1,810,Yes,1978,2011,116420
R4695,Blue Bistro,Korean,London,3.6,1020,No,601,1998,45400
R4696,Urban Palace,Indian,Paris,3.4,1320,Yes,848,1999,20810
R4697,Spice Kitchen,Indian,New York,4.6,1310,Yes,1744,1992,197150
R4698,Royal Café,Thai,Singapore,4.4,810,Yes,1355,1993,119140
R4699,Spice Bistro,Japanese,Toronto,3.3,1130,Yes,558,2005,99550
R4700,Urban Lounge,Indian,London,2.8,1040,No,1047,2019,179230
R4701,Royal House,Korean,Singapore,2.7,450,Yes,1489,1998,168360
R4702,Fire Garden,Italian,Toronto,2.7,1980,Yes,230,2011,187400
R4703,Spice Grill,Indian,Dubai,4.0,1400,Yes,885,1992,115110
R4704,Ocean Corner,Mediterranean,New York,2.6,690,Yes,1424,2019,25790
R4705,Spice Hub,Japanese,Dubai,3.3,1340,Yes,687,2002,145870
R4706,Street Hub,Korean,Paris,4.4,550,Yes,1206,1998,26450
R4707,Fire Garden,Chinese,Singapore,3.2,1730,Yes,671,1992,177020
R4708,Green Bistro,French,Toronto,4.4,520,Yes,693,1992,82630
R4709,Green Kitchen,Chinese,Tokyo,4.4,1420,Yes,1114,2021,179280
R4710,Street Lounge,Mexican,Singapore,3.1,1190,No,345,1986,128230
R4711,Red Kitchen,French,Berlin,4.3,870,No,234,2001,104990
R4712,Green House,Mexican,San Francisco,4.4,920,No,880,1997,22330
R4713,Blue Grill,French,London,3.5,1550,Yes,44,1998,194180
R4714,Fire Kitchen,French,Toronto,3.0,420,Yes,1903,1993,149300
R4715,Golden Café,Italian,Sydney,3.8,890,Yes,197,2011,172460
R4716,Fire Garden,American,Sydney,4.8,740,Yes,1257,2004,80170
R4717,Royal Garden,Mediterranean,San Francisco,4.1,1900,No,652,2022,71210
R4718,Blue Grill,Chinese,Paris,2.9,1290,No,1919,1996,170960
R4719,Royal Palace,Indian,Singapore,4.2,1680,No,972,2006,37350
R4720,Green Corner,Korean,Singapore,3.6,1690,Yes,977,2021,62770
R4721,Urban Bistro,Japanese,Sydney,4.0,280,No,503,2023,29410
R4722,Urban Hub,Mediterranean,Singapore,4.3,1810,No,1896,2015,23490
R4723,Golden Hub,Mexican,San Francisco,3.8,1730,Yes,320,1997,34050
R4724,Urban Hub,Italian,Singapore,4.5,1480,Yes,530,1985,94640
R4725,Fire House,Mexican,Paris,4.3,1270,Yes,1614,2022,155080
R4726,Spice Café,American,London,4.0,1520,Yes,1573,1993,138190
R4727,Street House,Japanese,Berlin,2.9,1880,No,1944,2023,35450
R4728,Green Kitchen,Italian,London,4.6,1690,Yes,378,1994,98960
R4729,Ocean Garden,Mexican,Berlin,4.8,870,Yes,1508,2013,197380
R4730,Royal Lounge,American,Tokyo,2.8,1950,Yes,755,2014,138240
R4731,Green Lounge,Korean,London,3.7,850,Yes,40,1986,93300
R4732,Street House,Korean,San Francisco,3.1,1630,Yes,1860,2002,62880
R4733,Green Bistro,Mexican,New York,4.4,720,No,1265,2012,142360
R4734,Red Lounge,Mediterranean,Tokyo,4.3,1470,Yes,1883,2016,88350
R4735,Fire House,Japanese,Berlin,2.9,840,No,1007,2008,45850
R4736,Golden House,Thai,Berlin,4.7,830,No,506,2022,29000
R4737,Green Café,Mediterranean,Tokyo,3.0,870,Yes,1599,1998,159340
R4738,Red Hub,Korean,Berlin,4.5,810,No,973,2009,185110
R4739,Ocean Café,Japanese,Toronto,3.6,1000,Yes,1208,2009,71650
R4740,Blue House,American,New York,3.3,900,Yes,307,2016,126870
R4741,Blue Kitchen,Italian,San Francisco,2.9,1330,Yes,1824,2011,189670
R4742,Ocean Grill,French,Toronto,2.9,1920,Yes,1398,2016,34660
R4743,Green Café,Mexican,Berlin,4.2,710,Yes,1119,2015,106940
R4744,Green Bistro,Chinese,London,3.9,1350,No,586,2008,87500
R4745,Blue Hub,Japanese,Toronto,2.8,1440,Yes,1122,2019,31550
R4746,Fire Garden,Indian,London,2.8,1460,Yes,63,2014,99600
R4747,Spice Kitchen,American,Tokyo,2.7,840,No,1663,2017,193190
R4748,Ocean Hub,Thai,Singapore,4.4,1490,No,1394,2017,127830
R4749,Spice Grill,French,Dubai,4.3,1960,Yes,1509,2011,187390
R4750,Red Garden,Indian,Berlin,2.6,410,Yes,238,2017,71560
R4751,Street Grill,Thai,Dubai,3.9,1760,Yes,788,2017,116370
R4752,Green Bistro,Chinese,New York,2.7,1820,Yes,1864,1988,128510
R4753,Golden Hub,Korean,London,4.8,950,Yes,1567,2014,73640
R4754,Street Garden,Mediterranean,Toronto,4.8,1710,No,1983,1999,134720
R4755,Ocean Lounge,Mexican,Dubai,4.2,1130,Yes,1792,2013,59740
R4756,Ocean Palace,Italian,Paris,4.8,1770,Yes,994,2012,93040
R4757,Golden Corner,Thai,Berlin,4.5,1890,No,382,2016,32100
R4758,Red Lounge,French,Dubai,4.6,900,Yes,478,2020,108210
R4759,Royal Lounge,Japanese,Toronto,3.9,1250,Yes,429,2014,129090
R4760,Ocean House,Korean,Toronto,3.3,690,Yes,1859,2022,88240
R4761,Fire Corner,Japanese,New York,3.0,1210,No,541,1996,81980
R4762,Fire Garden,French,Sydney,3.3,1320,No,1433,1987,31070
R4763,Urban House,Japanese,San Francisco,4.1,490,No,997,1999,132690
R4764,Street Hub,Thai,Paris,2.9,310,Yes,1217,1994,69860
R4765,Golden Lounge,American,Dubai,3.1,1960,No,1894,2006,54340
R4766,Royal Hub,Japanese,San Francisco,3.7,1010,Yes,571,2007,100230
R4767,Fire Lounge,Mediterranean,Paris,3.1,650,Yes,99,1995,132460
R4768,Red Hub,Chinese,Sydney,4.0,1900,Yes,1649,2000,90610
R4769,Street Café,Italian,Dubai,4.8,1490,Yes,1739,2000,88070
R4770,Green Hub,Thai,Paris,4.4,1160,Yes,1416,1998,89730
R4771,Urban House,Indian,San Francisco,4.2,990,Yes,378,1990,21690
R4772,Spice Corner,French,London,4.0,730,Yes,1107,2001,149490
R4773,Blue Palace,Korean,Toronto,3.7,540,Yes,1302,2015,165450
R4774,Ocean Bistro,Thai,Singapore,3.0,710,No,24,1994,151990
R4775,Street Grill,American,Tokyo,4.7,1800,No,1362,2004,164760
R4776,Street Lounge,Korean,Berlin,3.1,1030,Yes,1828,1993,108230
R4777,Golden Garden,Mediterranean,Singapore,2.7,910,Yes,1425,1999,109960
R4778,Red Bistro,French,Dubai,4.4,1980,Yes,1743,2023,169720
R4779,Green Hub,Korean,Dubai,2.9,450,Yes,1467,1986,160350
R4780,Fire Palace,Japanese,Paris,3.4,800,No,353,1988,50340
R4781,Golden Garden,Thai,Toronto,2.6,1730,Yes,1228,2008,153280
R4782,Golden Lounge,Chinese,Sydney,2.8,560,Yes,1955,2002,132790
R4783,Golden Grill,French,New York,2.9,1770,Yes,1069,1995,69880
R4784,Golden Bistro,Mexican,Paris,2.6,1140,No,926,2021,91300
R4785,Ocean Bistro,Mediterranean,New York,4.1,300,Yes,214,2010,171040
R4786,Blue Lounge,Italian,Tokyo,4.6,600,Yes,1853,1992,58690
R4787,Urban Garden,French,San Francisco,3.4,1520,Yes,1684,2006,27910
R4788,Fire Palace,American,Paris,4.7,850,No,785,1989,143330
R4789,Golden Lounge,Thai,Tokyo,3.0,1600,No,1090,1986,127430
R4790,Ocean Hub,Japanese,Berlin,3.3,1720,Yes,1143,1989,58410
R4791,Spice Bistro,Italian,Paris,2.9,1910,No,695,2019,53560
R4792,Red Café,Italian,Toronto,4.1,1610,No,1529,2016,95220
R4793,Spice Corner,Mediterranean,Toronto,3.5,880,No,727,2003,69250
R4794,Spice Lounge,Korean,Dubai,4.0,780,No,234,2023,127640
R4795,Ocean Hub,American,Berlin,4.4,1990,Yes,1419,1988,140960
R4796,Spice Kitchen,Korean,Dubai,3.9,850,Yes,73,2007,87000
R4797,Street Corner,Japanese,New York,4.1,870,No,1797,2003,40940
R4798,Fire Bistro,Italian,Singapore,4.8,310,Yes,957,2010,148150
R4799,Ocean Grill,American,Sydney,3.2,870,No,970,2010,182530
R4800,Green Corner,American,Berlin,3.4,1900,Yes,1812,1991,82500
R4801,Ocean Corner,Indian,San Francisco,4.3,920,Yes,1935,2016,173620
R4802,Fire Café,Thai,Sydney,4.0,250,Yes,1385,2017,108070
R4803,Street Lounge,Italian,Sydney,2.9,340,No,1496,2010,152530
R4804,Fire Kitchen,Italian,London,3.4,610,Yes,1877,2008,141850
R4805,Ocean Corner,American,Paris,3.7,500,Yes,329,2007,90030
R4806,Fire Lounge,Korean,San Francisco,3.5,250,No,366,2022,181420
R4807,Green Lounge,Italian,Berlin,2.9,520,No,102,2010,43010
R4808,Urban Garden,American,Dubai,4.8,1760,Yes,704,2015,124220
R4809,Ocean Garden,Italian,New York,4.4,400,Yes,1333,1990,72690
R4810,Urban Hub,American,Paris,3.7,1430,Yes,1759,2015,117640
R4811,Urban Café,Indian,London,4.2,1130,No,1527,1996,132200
R4812,Golden Corner,Thai,New York,4.7,1680,Yes,1687,2001,188880
R4813,Spice Grill,American,Berlin,2.8,1190,Yes,1628,2010,167480
R4814,Blue Garden,Italian,Singapore,3.1,740,Yes,1422,1987,187870
R4815,Green Hub,Japanese,Sydney,3.9,830,Yes,1644,1999,118110
R4816,Royal Bistro,Thai,London,4.5,1050,Yes,1826,2022,49060
R4817,Ocean Kitchen,Indian,New York,2.6,1930,Yes,443,2008,138080
R4818,Urban House,American,Dubai,5.0,410,No,1135,2014,35690
R4819,Royal Bistro,Japanese,London,3.6,790,Yes,850,2020,139080
R4820,Ocean Palace,American,New York,3.4,1230,Yes,1411,2011,21390
R4821,Fire Palace,Korean,London,3.2,1580,Yes,1616,2006,66830
R4822,Blue Bistro,Italian,Dubai,2.9,660,No,1918,1986,87300
R4823,Royal Garden,French,Dubai,4.5,1780,Yes,1371,1991,131560
R4824,Spice Kitchen,Mediterranean,San Francisco,4.9,960,Yes,1033,2000,70620
R4825,Green Garden,Chinese,Toronto,3.5,370,Yes,907,2008,41720
R4826,Street House,Korean,Sydney,4.9,410,Yes,893,2014,54200
R4827,Royal House,Japanese,Paris,4.6,1640,No,787,1985,82770
R4828,Green Corner,Korean,Paris,3.7,570,Yes,501,2011,32490
R4829,Fire Garden,Mexican,Berlin,4.2,440,Yes,1675,1993,180710
R4830,Urban House,American,Tokyo,3.6,510,No,1093,1991,46970
R4831,Street Café,American,Berlin,3.9,1620,Yes,822,1989,47530
R4832,Urban Palace,Chinese,Tokyo,2.6,320,Yes,1542,2014,169030
R4833,Green Grill,Chinese,London,4.2,1970,Yes,401,2011,146260
R4834,Golden Bistro,Mexican,Tokyo,2.6,300,Yes,1987,1994,58840
R4835,Urban Grill,Italian,Toronto,4.5,320,Yes,1152,2009,92540
R4836,Green House,Mediterranean,Toronto,4.6,1160,Yes,1808,2002,20940
R4837,Urban House,French,Sydney,3.1,1970,No,1504,1991,62910
R4838,Urban Garden,French,New York,3.3,1200,Yes,1361,2015,169910
R4839,Fire Palace,Indian,Paris,3.7,570,Yes,30,2016,148090
R4840,Fire Corner,Indian,Sydney,4.0,200,Yes,1130,1995,150400
R4841,Spice Grill,Italian,Toronto,3.2,580,Yes,1848,1994,77800
R4842,Spice Garden,Indian,New York,4.0,460,No,522,2006,173410
R4843,Red Kitchen,Indian,Berlin,3.2,550,Yes,917,2015,102040
R4844,Fire Kitchen,Mexican,Paris,2.6,1790,No,724,1998,43010
R4845,Ocean House,Mexican,San Francisco,2.5,1880,Yes,953,1987,82240
R4846,Fire Café,Indian,Paris,2.8,1620,Yes,1673,2008,23720
R4847,Green Lounge,Korean,London,4.5,500,Yes,359,1998,64890
R4848,Royal Kitchen,Thai,Singapore,4.9,1460,Yes,1165,2000,162010
R4849,Spice Garden,Thai,Paris,3.6,250,Yes,555,2012,78510
R4850,Green Palace,Italian,Toronto,3.8,1080,No,608,2019,80280
R4851,Green Bistro,French,London,2.9,1990,Yes,41,1986,192000
R4852,Ocean Bistro,Chinese,Dubai,3.9,1690,No,268,2018,131310
R4853,Street Hub,Italian,Tokyo,2.9,500,Yes,485,2002,33320
R4854,Ocean Corner,Indian,Berlin,4.0,1190,Yes,1869,1991,167380
R4855,Street Grill,Mexican,San Francisco,4.8,920,Yes,834,2022,134380
R4856,Spice Grill,American,Berlin,3.0,650,Yes,1915,1991,180310
R4857,Urban Garden,Korean,Dubai,4.4,1160,No,981,1988,166610
R4858,Ocean Bistro,Japanese,Singapore,2.6,1900,Yes,929,2000,27550
R4859,Urban Hub,Mexican,Paris,3.4,200,No,42,1990,55250
R4860,Fire Bistro,Thai,Sydney,2.8,1910,Yes,908,2004,37960
R4861,Blue House,Mexican,London,3.4,760,No,397,2015,157540
R4862,Fire Kitchen,Korean,San Francisco,2.9,280,No,1831,2003,141610
R4863,Street House,Chinese,Dubai,3.4,240,Yes,1871,2006,41770
R4864,Fire House,Indian,Singapore,3.5,980,Yes,1594,2005,40500
R4865,Blue Lounge,American,Berlin,3.3,1330,Yes,807,2002,174920
R4866,Fire Bistro,Thai,Dubai,4.1,280,Yes,465,2016,78090
R4867,Fire Hub,Thai,San Francisco,4.8,1920,Yes,1627,2018,122630
R4868,Green House,Mediterranean,San Francisco,3.5,430,Yes,1177,2011,79760
R4869,Golden Garden,French,Singapore,3.0,1890,Yes,1982,2022,163380
R4870,Ocean Lounge,Chinese,Berlin,3.2,1690,No,1935,2014,141750
R4871,Golden Palace,Thai,Toronto,4.6,1220,Yes,1825,2017,36930
R4872,Urban Lounge,French,San Francisco,3.9,790,No,1916,2011,150950
R4873,Spice Café,Thai,London,3.6,1050,Yes,1637,2007,168380
R4874,Street Hub,Indian,London,2.9,1840,Yes,233,2003,49200
R4875,Golden Garden,French,Tokyo,3.6,1350,Yes,226,2015,61670
R4876,Green Garden,Korean,Berlin,3.2,1860,Yes,165,1988,110770
R4877,Red Hub,Mediterranean,Dubai,4.9,1030,No,798,2003,81390
R4878,Urban Grill,Indian,London,4.7,1090,No,1553,2022,34580
R4879,Green Kitchen,Korean,Singapore,2.7,1080,Yes,45,2006,133470
R4880,Golden House,American,Dubai,3.8,1390,No,645,1993,54100
R4881,Red Café,Chinese,Berlin,3.1,1750,Yes,18,2015,25620
R4882,Golden House,Chinese,Singapore,3.5,1620,No,1073,1994,173770
R4883,Street Garden,Japanese,Paris,4.7,250,Yes,1502,1994,89920
R4884,Street Kitchen,Japanese,New York,3.8,710,No,188,2014,142180
R4885,Royal Corner,French,London,3.3,1590,No,1674,1994,97960
R4886,Blue Kitchen,Chinese,London,3.0,380,Yes,968,2020,76590
R4887,Blue Café,French,Tokyo,4.5,940,Yes,510,2002,187280
R4888,Ocean Corner,Japanese,Toronto,4.1,1490,Yes,382,2003,47160
R4889,Urban Café,American,Tokyo,3.7,740,Yes,1101,2007,118640
R4890,Green Bistro,Thai,Berlin,3.0,340,No,979,1988,76600
R4891,Street House,Korean,Tokyo,3.3,1190,No,1699,1996,92320
R4892,Spice Kitchen,Mexican,Toronto,4.9,880,No,1457,2008,133190
R4893,Ocean Bistro,French,Toronto,3.8,1620,Yes,524,1997,195030
R4894,Green Palace,American,San Francisco,3.5,620,Yes,373,1988,121040
R4895,Blue Bistro,Korean,San Francisco,3.8,360,Yes,1923,2011,42620
R4896,Ocean Garden,Chinese,New York,4.4,1170,No,786,2022,191260
R4897,Urban Palace,Thai,Singapore,3.4,1350,Yes,1961,2023,126440
R4898,Royal Café,Korean,Paris,2.9,1710,Yes,1484,1992,176410
R4899,Spice Palace,Mediterranean,Toronto,4.0,930,Yes,1549,2010,129600
R4900,Royal Café,Japanese,Paris,4.2,1350,Yes,783,2018,93300
R4901,Ocean Lounge,Korean,London,4.3,490,Yes,338,1993,174480
R4902,Urban Palace,Mexican,Sydney,4.7,860,Yes,803,1994,27820
R4903,Blue Palace,American,New York,3.4,700,No,1931,1985,20960
R4904,Green Bistro,Thai,Berlin,2.7,790,Yes,971,1992,107780
R4905,Red Lounge,Indian,Dubai,4.9,220,No,379,1994,153740
R4906,Fire Corner,Korean,Paris,3.6,1230,Yes,606,2009,148280
R4907,Red House,Italian,Tokyo,4.1,240,No,1887,2015,183130
R4908,Ocean House,Mexican,Toronto,4.2,470,Yes,1420,2023,127780
R4909,Golden Hub,Mexican,Paris,3.9,1270,No,1580,1987,143720
R4910,Red Corner,Italian,Dubai,3.0,1580,No,1147,2023,156460
R4911,Spice Hub,Mediterranean,Toronto,4.4,1200,Yes,580,2022,44880
R4912,Golden Hub,Indian,Berlin,4.5,950,No,1071,2019,98170
R4913,Royal Hub,Japanese,Sydney,3.9,340,Yes,1578,1992,183830
R4914,Street Café,American,Tokyo,3.7,1020,No,386,1985,93960
R4915,Green Garden,Thai,Paris,2.8,670,Yes,1432,1989,100640
R4916,Urban Palace,American,San Francisco,2.7,1460,No,1236,2011,67690
R4917,Fire Café,Indian,New York,3.3,650,No,1235,2010,159860
R4918,Street Garden,American,Paris,3.3,470,Yes,109,2010,109210
R4919,Blue Hub,Italian,Paris,4.9,260,Yes,1431,1995,23160
R4920,Urban Bistro,Mexican,Dubai,4.5,1130,No,1483,2018,20750
R4921,Spice Lounge,American,Dubai,4.1,1010,No,1846,1986,132380
R4922,Golden Palace,French,New York,3.8,1070,No,825,2005,22030
R4923,Green House,Korean,Paris,2.9,1530,Yes,1973,2010,98950
R4924,Ocean Café,Indian,Singapore,4.9,870,Yes,127,1996,85670
R4925,Urban Café,Mediterranean,Berlin,3.4,740,Yes,430,1993,160460
R4926,Ocean Garden,French,Dubai,2.8,1960,Yes,1276,2007,144800
R4927,Fire House,Italian,Dubai,3.7,1370,Yes,550,1989,94600
R4928,Spice Lounge,Chinese,Singapore,4.7,1980,Yes,1260,1993,63550
R4929,Golden Hub,Italian,Toronto,4.7,1530,Yes,1534,1994,46630
R4930,Street Garden,Mediterranean,Paris,2.5,1270,Yes,1885,1994,106230
R4931,Red Hub,Mediterranean,New York,4.7,700,Yes,1246,1998,103890
R4932,Fire Kitchen,French,Dubai,3.2,570,No,939,2020,20380
R4933,Golden Kitchen,Korean,New York,2.6,1580,Yes,708,1994,170440
R4934,Royal Grill,Indian,New York,4.6,1990,Yes,122,2021,123180
R4935,Street Bistro,Japanese,Berlin,4.7,1120,Yes,382,2022,109200
R4936,Red Grill,Mexican,San Francisco,4.0,390,Yes,308,2006,81860
R4937,Spice Café,French,Dubai,3.9,290,No,1706,2007,144190
R4938,Spice Corner,Mediterranean,Tokyo,4.5,450,Yes,1052,2000,162570
R4939,Red Grill,Chinese,Toronto,4.5,670,No,785,1995,61340
R4940,Fire House,Thai,New York,4.7,1100,Yes,680,2019,57710
R4941,Golden House,Mediterranean,Dubai,3.9,1330,No,20,2004,173110
R4942,Street Corner,Korean,Toronto,4.9,330,Yes,17,2021,75380
R4943,Fire Lounge,Korean,Tokyo,5.0,1190,Yes,1186,1989,181810
R4944,Urban Garden,Mediterranean,Dubai,2.8,310,No,1658,2020,52570
R4945,Ocean Corner,Korean,Paris,4.6,1350,Yes,1693,1997,84610
R4946,Blue Grill,French,New York,3.7,1420,No,1583,2001,157750
R4947,Red Corner,Mediterranean,Tokyo,3.5,420,Yes,1168,2010,157430
R4948,Blue Garden,Mediterranean,Paris,4.0,1040,No,1406,2004,133980
R4949,Ocean Hub,Indian,New York,2.6,910,No,470,2023,180440
R4950,Red Bistro,Mexican,London,3.8,1860,No,1968,2017,167720
R4951,Green Garden,Chinese,Sydney,4.7,1410,Yes,1268,2014,99000
R4952,Spice Palace,Korean,Singapore,3.0,1560,Yes,264,2000,127900
R4953,Spice Café,Indian,New York,3.6,1140,No,595,1991,135050
R4954,Fire Palace,Japanese,Tokyo,4.8,440,No,1361,2014,196280
R4955,Royal House,Japanese,Tokyo,3.6,360,Yes,371,1986,142790
R4956,Urban Bistro,American,Sydney,3.4,1890,Yes,1407,1996,26570
R4957,Golden Garden,French,Dubai,3.6,480,Yes,1012,1985,131570
R4958,Ocean Palace,French,Singapore,3.8,860,No,797,1987,165250
R4959,Green Bistro,Italian,Toronto,4.1,1040,Yes,218,1992,146160
R4960,Red Grill,Chinese,New York,4.5,760,Yes,276,2010,79630
R4961,Fire Grill,Mediterranean,Dubai,3.6,910,Yes,665,1995,159970
R4962,Green Lounge,Korean,Paris,4.5,330,No,1006,2005,65350
R4963,Street Garden,Chinese,Toronto,3.8,580,No,563,1989,165800
R4964,Royal Grill,American,Singapore,3.3,1630,Yes,745,2010,176640
R4965,Spice House,Italian,Dubai,4.1,370,Yes,1891,2005,138180
R4966,Royal Café,Indian,San Francisco,4.3,940,No,1539,1993,39760
R4967,Green Lounge,Chinese,Toronto,3.9,1210,No,1597,2001,56690
R4968,Golden Palace,Indian,Berlin,2.6,390,Yes,430,2021,162870
R4969,Ocean Corner,Japanese,Berlin,2.9,1360,No,317,1986,29370
R4970,Royal Kitchen,Korean,New York,3.2,1930,Yes,146,2012,196730
R4971,Golden Palace,American,New York,3.2,1360,No,1452,2011,66700
R4972,Street Café,Mediterranean,New York,4.2,1920,Yes,204,1985,94210
R4973,Ocean Grill,Korean,Singapore,2.5,230,Yes,1128,1995,178140
R4974,Urban Palace,Mexican,San Francisco,4.4,1030,No,1523,2023,149530
R4975,Royal Lounge,French,Dubai,3.2,1670,Yes,1936,2002,35160
R4976,Street Garden,American,Paris,3.3,1580,Yes,1291,2011,155720
